#! FIELDS idx_dim1 pot.coeffs index description
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  5
#! SET shape_dim1  5
       0         0.0000000000000000e+00       0  1
       1         0.0000000000000000e+00       1  s^1
       2         0.0000000000000000e+00       2  s^2
       3         0.0000000000000000e+00       3  s^3
       4         0.0000000000000000e+00       4  s^4
#!-------------------


